location_name,sex_name,cause_name,HALE_2015_30_70,Age_standardized_YLDs ,YLDs_proportion
Iceland,Male,Cardiovascular diseases,30.9 ,317.3 ,3.1
Iceland,Male,Chronic respiratory diseases,30.9 ,408.0 ,4
Iceland,Male,Diabetes mellitus,30.9 ,526.1 ,5.2
Iceland,Male,Four major NCDs,30.9 ,1456.1 ,14.4
Ireland,Male,Non-communicable diseases,29.9 ,10918.6 ,100
Ireland,Male,Neoplasms,29.9 ,204.9 ,1.9
Ireland,Male,Cardiovascular diseases,29.9 ,295.9 ,2.7
Ireland,Male,Chronic respiratory diseases,29.9 ,466.9 ,4.3
Ireland,Male,Diabetes mellitus,29.9 ,498.4 ,4.6
Ireland,Male,Four major NCDs,29.9 ,1466.0 ,13.4
Israel,Male,Non-communicable diseases,30.4 ,9663.3 ,100
Israel,Male,Neoplasms,30.4 ,149.9 ,1.6
Israel,Male,Cardiovascular diseases,30.4 ,299.9 ,3.1
Israel,Male,Chronic respiratory diseases,30.4 ,372.1 ,3.9
Israel,Male,Diabetes mellitus,30.4 ,481.9 ,5
Israel,Male,Four major NCDs,30.4 ,1303.8 ,13.5
Italy,Male,Non-communicable diseases,29.5 ,10709.1 ,100
Italy,Male,Neoplasms,29.5 ,249.2 ,2.3
Italy,Male,Cardiovascular diseases,29.5 ,306.1 ,2.9
Italy,Male,Chronic respiratory diseases,29.5 ,288.5 ,2.7
Italy,Male,Diabetes mellitus,29.5 ,697.4 ,6.5
Italy,Male,Four major NCDs,29.5 ,1541.1 ,14.4
Luxembourg,Male,Non-communicable diseases,30.6 ,10388.5 ,100
Luxembourg,Male,Neoplasms,30.6 ,192.4 ,1.9
Luxembourg,Male,Cardiovascular diseases,30.6 ,351.4 ,3.4
Luxembourg,Male,Chronic respiratory diseases,30.6 ,535.4 ,5.2
Luxembourg,Male,Diabetes mellitus,30.6 ,763.3 ,7.3
Luxembourg,Male,Four major NCDs,30.6 ,1842.5 ,17.7
Malta,Male,Non-communicable diseases,30.8 ,10030.1 ,100
Malta,Male,Neoplasms,30.8 ,156.2 ,1.6
Malta,Male,Cardiovascular diseases,30.8 ,312.1 ,3.1
Malta,Male,Chronic respiratory diseases,30.8 ,409.9 ,4.1
Malta,Male,Diabetes mellitus,30.8 ,692.7 ,6.9
Malta,Male,Four major NCDs,30.8 ,1570.8 ,15.7
Netherlands,Male,Non-communicable diseases,29.7 ,10157.5 ,100
Netherlands,Male,Neoplasms,29.7 ,246.6 ,2.4
Netherlands,Male,Cardiovascular diseases,29.7 ,302.6 ,3
Netherlands,Male,Chronic respiratory diseases,29.7 ,562.3 ,5.5
Netherlands,Male,Diabetes mellitus,29.7 ,507.9 ,5
Netherlands,Male,Four major NCDs,29.7 ,1619.3 ,15.9
Norway,Male,Non-communicable diseases,29.1 ,10647.4 ,100
Norway,Male,Neoplasms,29.1 ,244.6 ,2.3
Norway,Male,Cardiovascular diseases,29.1 ,426.3 ,4
Norway,Male,Chronic respiratory diseases,29.1 ,488.2 ,4.6
Norway,Male,Diabetes mellitus,29.1 ,579.7 ,5.4
Norway,Male,Four major NCDs,29.1 ,1738.9 ,16.3
Portugal,Male,Non-communicable diseases,28.2 ,10954.5 ,100
Portugal,Male,Neoplasms,28.2 ,223.1 ,2
Portugal,Male,Cardiovascular diseases,28.2 ,309.1 ,2.8
Portugal,Male,Chronic respiratory diseases,28.2 ,582.7 ,5.3
Portugal,Male,Diabetes mellitus,28.2 ,754.4 ,6.9
Portugal,Male,Four major NCDs,28.2 ,1869.3 ,17.1
Spain,Male,Non-communicable diseases,29.2 ,9490.7 ,100
Spain,Male,Neoplasms,29.2 ,236.0 ,2.5
Spain,Male,Cardiovascular diseases,29.2 ,289.7 ,3.1
Spain,Male,Chronic respiratory diseases,29.2 ,397.8 ,4.2
Spain,Male,Diabetes mellitus,29.2 ,673.0 ,7.1
Spain,Male,Four major NCDs,29.2 ,1596.4 ,16.8
Sweden,Male,Non-communicable diseases,30.4 ,10252.6 ,100
Sweden,Male,Neoplasms,30.4 ,196.1 ,1.9
Sweden,Male,Cardiovascular diseases,30.4 ,508.9 ,5
Sweden,Male,Chronic respiratory diseases,30.4 ,409.4 ,4
Sweden,Male,Diabetes mellitus,30.4 ,528.5 ,5.2
Sweden,Male,Four major NCDs,30.4 ,1642.8 ,16
Switzerland,Male,Non-communicable diseases,30.9 ,10794.9 ,100
Switzerland,Male,Neoplasms,30.9 ,197.4 ,1.8
Switzerland,Male,Cardiovascular diseases,30.9 ,255.7 ,2.4
Switzerland,Male,Chronic respiratory diseases,30.9 ,398.9 ,3.7
Switzerland,Male,Diabetes mellitus,30.9 ,553.4 ,5.1
Switzerland,Male,Four major NCDs,30.9 ,1405.4 ,13
United Kingdom,Male,Non-communicable diseases,28.4 ,12167.9 ,100
United Kingdom,Male,Neoplasms,28.4 ,199.4 ,1.6
United Kingdom,Male,Cardiovascular diseases,28.4 ,326.9 ,2.7
United Kingdom,Male,Chronic respiratory diseases,28.4 ,565.2 ,4.6
United Kingdom,Male,Diabetes mellitus,28.4 ,984.5 ,8.1
United Kingdom,Male,Four major NCDs,28.4 ,2076.1 ,17.1
Argentina,Male,Non-communicable diseases,25.0 ,9838.6 ,100
Argentina,Male,Neoplasms,25.0 ,122.2 ,1.2
Argentina,Male,Cardiovascular diseases,25.0 ,308.7 ,3.1
Argentina,Male,Chronic respiratory diseases,25.0 ,385.9 ,3.9
Argentina,Male,Diabetes mellitus,25.0 ,574.9 ,5.8
Argentina,Male,Four major NCDs,25.0 ,1391.7 ,14.1
Chile,Male,Non-communicable diseases,28.5 ,9929.1 ,100
Chile,Male,Neoplasms,28.5 ,121.0 ,1.2
Chile,Male,Cardiovascular diseases,28.5 ,271.0 ,2.7
Chile,Male,Chronic respiratory diseases,28.5 ,244.9 ,2.5
Chile,Male,Diabetes mellitus,28.5 ,629.8 ,6.3
Chile,Male,Four major NCDs,28.5 ,1266.7 ,12.8
Uruguay,Male,Non-communicable diseases,25.0 ,9598.3 ,100
Uruguay,Male,Neoplasms,25.0 ,164.0 ,1.7
Uruguay,Male,Cardiovascular diseases,25.0 ,305.5 ,3.2
Uruguay,Male,Chronic respiratory diseases,25.0 ,401.0 ,4.2
Uruguay,Male,Diabetes mellitus,25.0 ,383.7 ,4
Uruguay,Male,Four major NCDs,25.0 ,1254.2 ,13.1
Canada,Male,Non-communicable diseases,31.1 ,10463.7 ,100
Canada,Male,Neoplasms,31.1 ,276.9 ,2.6
Canada,Male,Cardiovascular diseases,31.1 ,398.0 ,3.8
Canada,Male,Chronic respiratory diseases,31.1 ,269.3 ,2.6
Canada,Male,Diabetes mellitus,31.1 ,442.7 ,4.2
Canada,Male,Four major NCDs,31.1 ,1386.9 ,13.3
United States of America,Male,Non-communicable diseases,26.1 ,13553.4 ,100
United States of America,Male,Neoplasms,26.1 ,270.9 ,2
United States of America,Male,Cardiovascular diseases,26.1 ,471.0 ,3.5
United States of America,Male,Chronic respiratory diseases,26.1 ,683.5 ,5
United States of America,Male,Diabetes mellitus,26.1 ,976.6 ,7.2
United States of America,Male,Four major NCDs,26.1 ,2402.0 ,17.7
Antigua and Barbuda,Male,Non-communicable diseases,25.6 ,10048.6 ,100
Antigua and Barbuda,Male,Neoplasms,25.6 ,124.1 ,1.2
Antigua and Barbuda,Male,Cardiovascular diseases,25.6 ,329.1 ,3.3
Antigua and Barbuda,Male,Chronic respiratory diseases,25.6 ,154.3 ,1.5
Antigua and Barbuda,Male,Diabetes mellitus,25.6 ,1297.5 ,12.9
Antigua and Barbuda,Male,Four major NCDs,25.6 ,1905.0 ,19
Bahamas,Male,Non-communicable diseases,25.1 ,10085.5 ,100
Bahamas,Male,Neoplasms,25.1 ,140.6 ,1.4
Bahamas,Male,Cardiovascular diseases,25.1 ,323.1 ,3.2
Bahamas,Male,Chronic respiratory diseases,25.1 ,203.7 ,2
Bahamas,Male,Diabetes mellitus,25.1 ,1235.8 ,12.3
Bahamas,Male,Four major NCDs,25.1 ,1903.2 ,18.9
Barbados,Male,Non-communicable diseases,27.4 ,9783.4 ,100
Barbados,Male,Neoplasms,27.4 ,158.2 ,1.6
Barbados,Male,Cardiovascular diseases,27.4 ,344.6 ,3.5
Barbados,Male,Chronic respiratory diseases,27.4 ,241.6 ,2.5
Barbados,Male,Diabetes mellitus,27.4 ,1080.1 ,11
Barbados,Male,Four major NCDs,27.4 ,1824.5 ,18.6
Belize,Male,Non-communicable diseases,26.4 ,9624.4 ,100
Belize,Male,Neoplasms,26.4 ,79.5 ,0.8
Belize,Male,Cardiovascular diseases,26.4 ,321.5 ,3.3
Belize,Male,Chronic respiratory diseases,26.4 ,259.5 ,2.7
Belize,Male,Diabetes mellitus,26.4 ,851.5 ,8.8
Belize,Male,Four major NCDs,26.4 ,1511.9 ,15.7
Cuba,Male,Non-communicable diseases,26.6 ,10189.4 ,100
Cuba,Male,Neoplasms,26.6 ,149.0 ,1.5
Cuba,Male,Cardiovascular diseases,26.6 ,308.7 ,3
Cuba,Male,Chronic respiratory diseases,26.6 ,279.5 ,2.7
Cuba,Male,Diabetes mellitus,26.6 ,1178.4 ,11.6
Cuba,Male,Four major NCDs,26.6 ,1915.6 ,18.8
Dominican Republic,Male,Non-communicable diseases,24.0 ,9333.6 ,100
Dominican Republic,Male,Neoplasms,24.0 ,85.1 ,0.9
Dominican Republic,Male,Cardiovascular diseases,24.0 ,351.7 ,3.8
Dominican Republic,Male,Chronic respiratory diseases,24.0 ,136.7 ,1.5
Dominican Republic,Male,Diabetes mellitus,24.0 ,641.9 ,6.9
Dominican Republic,Male,Four major NCDs,24.0 ,1215.4 ,13
Grenada,Male,Non-communicable diseases,24.2 ,10422.0 ,100
Grenada,Male,Neoplasms,24.2 ,143.8 ,1.4
Grenada,Male,Cardiovascular diseases,24.2 ,356.1 ,3.4
Grenada,Male,Chronic respiratory diseases,24.2 ,244.0 ,2.3
Grenada,Male,Diabetes mellitus,24.2 ,1473.0 ,14.1
Grenada,Male,Four major NCDs,24.2 ,2216.9 ,21.3
Guyana,Male,Non-communicable diseases,19.6 ,10953.0 ,100
Guyana,Male,Neoplasms,19.6 ,78.6 ,0.7
Guyana,Male,Cardiovascular diseases,19.6 ,363.2 ,3.3
Guyana,Male,Chronic respiratory diseases,19.6 ,250.8 ,2.3
Guyana,Male,Diabetes mellitus,19.6 ,1658.3 ,15.1
Guyana,Male,Four major NCDs,19.6 ,2350.9 ,21.5
Haiti,Male,Non-communicable diseases,21.1 ,9562.7 ,100
Haiti,Male,Neoplasms,21.1 ,62.1 ,0.6
Haiti,Male,Cardiovascular diseases,21.1 ,334.7 ,3.5
Haiti,Male,Chronic respiratory diseases,21.1 ,210.6 ,2.2
Haiti,Male,Diabetes mellitus,21.1 ,1143.6 ,12
Haiti,Male,Four major NCDs,21.1 ,1751.0 ,18.3
Jamaica,Male,Non-communicable diseases,25.4 ,9751.2 ,100
Jamaica,Male,Neoplasms,25.4 ,124.5 ,1.3
Jamaica,Male,Cardiovascular diseases,25.4 ,340.3 ,3.5
Jamaica,Male,Chronic respiratory diseases,25.4 ,271.9 ,2.8
Jamaica,Male,Diabetes mellitus,25.4 ,1184.4 ,12.1
Jamaica,Male,Four major NCDs,25.4 ,1921.1 ,19.7
Saint Lucia,Male,Non-communicable diseases,25.4 ,10695.4 ,100
Saint Lucia,Male,Neoplasms,25.4 ,125.0 ,1.2
Saint Lucia,Male,Cardiovascular diseases,25.4 ,355.0 ,3.3
Saint Lucia,Male,Chronic respiratory diseases,25.4 ,360.7 ,3.4
Saint Lucia,Male,Diabetes mellitus,25.4 ,1648.4 ,15.4
Saint Lucia,Male,Four major NCDs,25.4 ,2489.1 ,23.3
Saint Vincent and the Grenadines,Male,Non-communicable diseases,23.7 ,10599.1 ,100
Saint Vincent and the Grenadines,Male,Neoplasms,23.7 ,113.5 ,1.1
Saint Vincent and the Grenadines,Male,Cardiovascular diseases,23.7 ,356.8 ,3.4
Saint Vincent and the Grenadines,Male,Chronic respiratory diseases,23.7 ,213.1 ,2
Saint Vincent and the Grenadines,Male,Diabetes mellitus,23.7 ,1525.1 ,14.4
Saint Vincent and the Grenadines,Male,Four major NCDs,23.7 ,2208.5 ,20.8
Suriname,Male,Non-communicable diseases,23.8 ,10930.7 ,100
Suriname,Male,Neoplasms,23.8 ,78.2 ,0.7
Suriname,Male,Cardiovascular diseases,23.8 ,371.0 ,3.4
Suriname,Male,Chronic respiratory diseases,23.8 ,195.1 ,1.8
Suriname,Male,Diabetes mellitus,23.8 ,1735.3 ,15.9
Suriname,Male,Four major NCDs,23.8 ,2379.5 ,21.8
Trinidad and Tobago,Male,Non-communicable diseases,25.6 ,10794.4 ,100
Trinidad and Tobago,Male,Neoplasms,25.6 ,90.2 ,0.8
Trinidad and Tobago,Male,Cardiovascular diseases,25.6 ,369.9 ,3.4
Trinidad and Tobago,Male,Chronic respiratory diseases,25.6 ,173.3 ,1.6
Trinidad and Tobago,Male,Diabetes mellitus,25.6 ,1790.2 ,16.6
Trinidad and Tobago,Male,Four major NCDs,25.6 ,2423.6 ,22.5
Bolivia (Plurinational State of),Male,Non-communicable diseases,24.3 ,9459.3 ,100
Bolivia (Plurinational State of),Male,Neoplasms,24.3 ,58.9 ,0.6
Bolivia (Plurinational State of),Male,Cardiovascular diseases,24.3 ,225.5 ,2.4
Bolivia (Plurinational State of),Male,Chronic respiratory diseases,24.3 ,144.1 ,1.5
Bolivia (Plurinational State of),Male,Diabetes mellitus,24.3 ,635.8 ,6.7
Bolivia (Plurinational State of),Male,Four major NCDs,24.3 ,1064.3 ,11.3
Ecuador,Male,Non-communicable diseases,27.1 ,9560.3 ,100
Ecuador,Male,Neoplasms,27.1 ,61.6 ,0.6
Ecuador,Male,Cardiovascular diseases,27.1 ,259.9 ,2.7
Ecuador,Male,Chronic respiratory diseases,27.1 ,128.1 ,1.3
Ecuador,Male,Diabetes mellitus,27.1 ,684.0 ,7.2
Ecuador,Male,Four major NCDs,27.1 ,1133.5 ,11.9
Peru,Male,Non-communicable diseases,31.1 ,8957.4 ,100
Peru,Male,Neoplasms,31.1 ,64.3 ,0.7
Peru,Male,Cardiovascular diseases,31.1 ,253.6 ,2.8
Peru,Male,Chronic respiratory diseases,31.1 ,138.9 ,1.6
Peru,Male,Diabetes mellitus,31.1 ,402.1 ,4.5
Peru,Male,Four major NCDs,31.1 ,858.9 ,9.6
Colombia,Male,Non-communicable diseases,31.0 ,9900.4 ,100
Colombia,Male,Neoplasms,31.0 ,83.4 ,0.8
Colombia,Male,Cardiovascular diseases,31.0 ,215.3 ,2.2
Colombia,Male,Chronic respiratory diseases,31.0 ,234.6 ,2.4
Colombia,Male,Diabetes mellitus,31.0 ,1027.0 ,10.4
Colombia,Male,Four major NCDs,31.0 ,1560.4 ,15.8
Costa Rica,Male,Non-communicable diseases,29.1 ,10336.0 ,100
Costa Rica,Male,Neoplasms,29.1 ,122.5 ,1.2
Costa Rica,Male,Cardiovascular diseases,29.1 ,260.8 ,2.5
Costa Rica,Male,Chronic respiratory diseases,29.1 ,216.3 ,2.1
Costa Rica,Male,Diabetes mellitus,29.1 ,1147.9 ,11.1
Costa Rica,Male,Four major NCDs,29.1 ,1747.5 ,16.9
El Salvador,Male,Non-communicable diseases,24.3 ,10868.1 ,100
El Salvador,Male,Neoplasms,24.3 ,70.8 ,0.7
El Salvador,Male,Cardiovascular diseases,24.3 ,228.2 ,2.1
El Salvador,Male,Chronic respiratory diseases,24.3 ,207.7 ,1.9
El Salvador,Male,Diabetes mellitus,24.3 ,1260.1 ,11.6
El Salvador,Male,Four major NCDs,24.3 ,1766.8 ,16.3
Guatemala,Male,Non-communicable diseases,24.8 ,10860.9 ,100
Guatemala,Male,Neoplasms,24.8 ,61.4 ,0.6
Guatemala,Male,Cardiovascular diseases,24.8 ,242.8 ,2.2
Guatemala,Male,Chronic respiratory diseases,24.8 ,127.5 ,1.2
Guatemala,Male,Diabetes mellitus,24.8 ,1326.8 ,12.2
Guatemala,Male,Four major NCDs,24.8 ,1758.4 ,16.2
Honduras,Male,Non-communicable diseases,22.4 ,10308.3 ,100
Honduras,Male,Neoplasms,22.4 ,60.2 ,0.6
Honduras,Male,Cardiovascular diseases,22.4 ,240.9 ,2.3
Honduras,Male,Chronic respiratory diseases,22.4 ,171.9 ,1.7
Honduras,Male,Diabetes mellitus,22.4 ,1295.0 ,12.6
Honduras,Male,Four major NCDs,22.4 ,1768.0 ,17.2
Mexico,Male,Non-communicable diseases,26.3 ,10603.2 ,100
Mexico,Male,Neoplasms,26.3 ,73.7 ,0.7
Mexico,Male,Cardiovascular diseases,26.3 ,230.3 ,2.2
Mexico,Male,Chronic respiratory diseases,26.3 ,186.0 ,1.8
Mexico,Male,Diabetes mellitus,26.3 ,1444.6 ,13.6
Mexico,Male,Four major NCDs,26.3 ,1934.6 ,18.2
Nicaragua,Male,Non-communicable diseases,24.1 ,10395.4 ,100
Nicaragua,Male,Neoplasms,24.1 ,74.6 ,0.7
Nicaragua,Male,Cardiovascular diseases,24.1 ,255.0 ,2.5
Nicaragua,Male,Chronic respiratory diseases,24.1 ,165.4 ,1.6
Nicaragua,Male,Diabetes mellitus,24.1 ,1200.7 ,11.6
Nicaragua,Male,Four major NCDs,24.1 ,1695.8 ,16.3
Panama,Male,Non-communicable diseases,29.8 ,10039.1 ,100
Panama,Male,Neoplasms,29.8 ,86.1 ,0.9
Panama,Male,Cardiovascular diseases,29.8 ,262.3 ,2.6
Panama,Male,Chronic respiratory diseases,29.8 ,166.7 ,1.7
Panama,Male,Diabetes mellitus,29.8 ,1174.7 ,11.7
Panama,Male,Four major NCDs,29.8 ,1689.9 ,16.8
Venezuela (Bolivarian Republic of),Male,Non-communicable diseases,27.0 ,9865.2 ,100
Venezuela (Bolivarian Republic of),Male,Neoplasms,27.0 ,116.9 ,1.2
Venezuela (Bolivarian Republic of),Male,Cardiovascular diseases,27.0 ,209.5 ,2.1
Venezuela (Bolivarian Republic of),Male,Chronic respiratory diseases,27.0 ,205.1 ,2.1
Venezuela (Bolivarian Republic of),Male,Diabetes mellitus,27.0 ,1063.0 ,10.8
Venezuela (Bolivarian Republic of),Male,Four major NCDs,27.0 ,1594.5 ,16.2
Brazil,Male,Non-communicable diseases,25.8 ,11352.9 ,100
Brazil,Male,Neoplasms,25.8 ,93.2 ,0.8
Brazil,Male,Cardiovascular diseases,25.8 ,367.0 ,3.2
Brazil,Male,Chronic respiratory diseases,25.8 ,222.3 ,2
Brazil,Male,Diabetes mellitus,25.8 ,784.5 ,6.9
Brazil,Male,Four major NCDs,25.8 ,1467.1 ,12.9
Paraguay,Male,Non-communicable diseases,26.4 ,10342.9 ,100
Paraguay,Male,Neoplasms,26.4 ,72.5 ,0.7
Paraguay,Male,Cardiovascular diseases,26.4 ,365.8 ,3.5
Paraguay,Male,Chronic respiratory diseases,26.4 ,166.1 ,1.6
Paraguay,Male,Diabetes mellitus,26.4 ,663.7 ,6.4
Paraguay,Male,Four major NCDs,26.4 ,1268.1 ,12.3
Algeria,Male,Non-communicable diseases,27.7 ,9925.3 ,100
Algeria,Male,Neoplasms,27.7 ,52.3 ,0.5
Algeria,Male,Cardiovascular diseases,27.7 ,504.3 ,5.1
Algeria,Male,Chronic respiratory diseases,27.7 ,313.1 ,3.2
Algeria,Male,Diabetes mellitus,27.7 ,881.2 ,8.9
Algeria,Male,Four major NCDs,27.7 ,1750.8 ,17.6
Bahrain,Male,Non-communicable diseases,26.6 ,11080.7 ,100
Bahrain,Male,Neoplasms,26.6 ,61.7 ,0.6
Bahrain,Male,Cardiovascular diseases,26.6 ,409.9 ,3.7
Bahrain,Male,Chronic respiratory diseases,26.6 ,276.8 ,2.5
Bahrain,Male,Diabetes mellitus,26.6 ,1804.3 ,16.3
Bahrain,Male,Four major NCDs,26.6 ,2552.6 ,23
Egypt,Male,Non-communicable diseases,22.8 ,9965.5 ,100
Egypt,Male,Neoplasms,22.8 ,77.6 ,0.8
Egypt,Male,Cardiovascular diseases,22.8 ,583.7 ,5.9
Egypt,Male,Chronic respiratory diseases,22.8 ,488.4 ,4.9
Egypt,Male,Diabetes mellitus,22.8 ,697.3 ,7
Egypt,Male,Four major NCDs,22.8 ,1847.0 ,18.5
Iran (Islamic Republic of),Male,Non-communicable diseases,26.8 ,11060.2 ,100
Iran (Islamic Republic of),Male,Neoplasms,26.8 ,82.7 ,0.7
Iran (Islamic Republic of),Male,Cardiovascular diseases,26.8 ,481.0 ,4.3
Iran (Islamic Republic of),Male,Chronic respiratory diseases,26.8 ,383.9 ,3.5
Iran (Islamic Republic of),Male,Diabetes mellitus,26.8 ,789.6 ,7.1
Iran (Islamic Republic of),Male,Four major NCDs,26.8 ,1737.2 ,15.7
Iraq,Male,Non-communicable diseases,23.4 ,9571.2 ,100
Iraq,Male,Neoplasms,23.4 ,74.9 ,0.8
Iraq,Male,Cardiovascular diseases,23.4 ,614.4 ,6.4
Iraq,Male,Chronic respiratory diseases,23.4 ,240.8 ,2.5
Iraq,Male,Diabetes mellitus,23.4 ,1040.5 ,10.9
Iraq,Male,Four major NCDs,23.4 ,1970.6 ,20.6
Jordan,Male,Non-communicable diseases,30.5 ,10088.6 ,100
Jordan,Male,Neoplasms,30.5 ,77.5 ,0.8
Jordan,Male,Cardiovascular diseases,30.5 ,556.9 ,5.5
Jordan,Male,Chronic respiratory diseases,30.5 ,343.7 ,3.4
Jordan,Male,Diabetes mellitus,30.5 ,962.7 ,9.5
Jordan,Male,Four major NCDs,30.5 ,1940.8 ,19.2
Kuwait,Male,Non-communicable diseases,30.0 ,10222.4 ,100
Kuwait,Male,Neoplasms,30.0 ,77.3 ,0.8
Kuwait,Male,Cardiovascular diseases,30.0 ,474.1 ,4.6
Kuwait,Male,Chronic respiratory diseases,30.0 ,269.3 ,2.6
Kuwait,Male,Diabetes mellitus,30.0 ,1285.7 ,12.6
Kuwait,Male,Four major NCDs,30.0 ,2106.4 ,20.6
Lebanon,Male,Non-communicable diseases,23.7 ,10572.7 ,100
Lebanon,Male,Neoplasms,23.7 ,182.3 ,1.7
Lebanon,Male,Cardiovascular diseases,23.7 ,472.9 ,4.5
Lebanon,Male,Chronic respiratory diseases,23.7 ,517.1 ,4.9
Lebanon,Male,Diabetes mellitus,23.7 ,1104.5 ,10.4
Lebanon,Male,Four major NCDs,23.7 ,2276.7 ,21.5
Libya,Male,Non-communicable diseases,26.7 ,10808.7 ,100
Libya,Male,Neoplasms,26.7 ,86.3 ,0.8
Libya,Male,Cardiovascular diseases,26.7 ,497.8 ,4.6
Libya,Male,Chronic respiratory diseases,26.7 ,466.1 ,4.3
Libya,Male,Diabetes mellitus,26.7 ,1220.7 ,11.3
Libya,Male,Four major NCDs,26.7 ,2270.9 ,21
Morocco,Male,Non-communicable diseases,23.4 ,10372.2 ,100
Morocco,Male,Neoplasms,23.4 ,51.4 ,0.5
Morocco,Male,Cardiovascular diseases,23.4 ,564.8 ,5.4
Morocco,Male,Chronic respiratory diseases,23.4 ,334.6 ,3.2
Morocco,Male,Diabetes mellitus,23.4 ,818.1 ,7.9
Morocco,Male,Four major NCDs,23.4 ,1769.0 ,17.1
Palestine,Male,Non-communicable diseases,23.5 ,10522.8 ,100
Palestine,Male,Neoplasms,23.5 ,83.6 ,0.8
Palestine,Male,Cardiovascular diseases,23.5 ,475.1 ,4.5
Palestine,Male,Chronic respiratory diseases,23.5 ,312.3 ,3
Palestine,Male,Diabetes mellitus,23.5 ,1063.8 ,10.1
Palestine,Male,Four major NCDs,23.5 ,1934.8 ,18.4
Oman,Male,Non-communicable diseases,22.3 ,10179.5 ,100
Oman,Male,Neoplasms,22.3 ,74.9 ,0.7
Oman,Male,Cardiovascular diseases,22.3 ,502.2 ,4.9
Oman,Male,Chronic respiratory diseases,22.3 ,251.4 ,2.5
Oman,Male,Diabetes mellitus,22.3 ,957.6 ,9.4
Oman,Male,Four major NCDs,22.3 ,1786.2 ,17.5
Qatar,Male,Non-communicable diseases,25.9 ,11364.8 ,100
Qatar,Male,Neoplasms,25.9 ,71.1 ,0.6
Qatar,Male,Cardiovascular diseases,25.9 ,439.8 ,3.9
Qatar,Male,Chronic respiratory diseases,25.9 ,262.6 ,2.3
Qatar,Male,Diabetes mellitus,25.9 ,2224.5 ,19.6
Qatar,Male,Four major NCDs,25.9 ,2998.0 ,26.4
Saudi Arabia,Male,Non-communicable diseases,24.2 ,10268.7 ,100
Saudi Arabia,Male,Neoplasms,24.2 ,68.1 ,0.7
Saudi Arabia,Male,Cardiovascular diseases,24.2 ,501.4 ,4.9
Saudi Arabia,Male,Chronic respiratory diseases,24.2 ,288.9 ,2.8
Saudi Arabia,Male,Diabetes mellitus,24.2 ,1035.4 ,10.1
Saudi Arabia,Male,Four major NCDs,24.2 ,1893.8 ,18.4
Syrian Arab Republic,Male,Non-communicable diseases,20.5 ,9713.4 ,100
Syrian Arab Republic,Male,Neoplasms,20.5 ,62.1 ,0.6
Syrian Arab Republic,Male,Cardiovascular diseases,20.5 ,543.6 ,5.6
Syrian Arab Republic,Male,Chronic respiratory diseases,20.5 ,325.6 ,3.4
Syrian Arab Republic,Male,Diabetes mellitus,20.5 ,819.1 ,8.4
Syrian Arab Republic,Male,Four major NCDs,20.5 ,1750.4 ,18
Tunisia,Male,Non-communicable diseases,26.0 ,10411.5 ,100
Tunisia,Male,Neoplasms,26.0 ,78.0 ,0.7
Tunisia,Male,Cardiovascular diseases,26.0 ,452.8 ,4.3
Tunisia,Male,Chronic respiratory diseases,26.0 ,391.3 ,3.8
Tunisia,Male,Diabetes mellitus,26.0 ,1112.4 ,10.7
Tunisia,Male,Four major NCDs,26.0 ,2034.4 ,19.5
Turkey,Male,Non-communicable diseases,26.0 ,10611.0 ,100
Turkey,Male,Neoplasms,26.0 ,127.0 ,1.2
Turkey,Male,Cardiovascular diseases,26.0 ,382.7 ,3.6
Turkey,Male,Chronic respiratory diseases,26.0 ,520.0 ,4.9
Turkey,Male,Diabetes mellitus,26.0 ,794.7 ,7.5
Turkey,Male,Four major NCDs,26.0 ,1824.4 ,17.2
United Arab Emirates,Male,Non-communicable diseases,23.8 ,11148.6 ,100
United Arab Emirates,Male,Neoplasms,23.8 ,90.1 ,0.8
United Arab Emirates,Male,Cardiovascular diseases,23.8 ,612.4 ,5.5
United Arab Emirates,Male,Chronic respiratory diseases,23.8 ,660.9 ,5.9
United Arab Emirates,Male,Diabetes mellitus,23.8 ,1303.0 ,11.7
United Arab Emirates,Male,Four major NCDs,23.8 ,2666.4 ,23.9
Yemen,Male,Non-communicable diseases,23.1 ,9783.6 ,100
Yemen,Male,Neoplasms,23.1 ,49.2 ,0.5
Yemen,Male,Cardiovascular diseases,23.1 ,550.8 ,5.6
Yemen,Male,Chronic respiratory diseases,23.1 ,439.5 ,4.5
Yemen,Male,Diabetes mellitus,23.1 ,556.4 ,5.7
Yemen,Male,Four major NCDs,23.1 ,1595.9 ,16.3
Afghanistan,Male,Non-communicable diseases,19.8 ,9776.8 ,100
Afghanistan,Male,Neoplasms,19.8 ,57.0 ,0.6
Afghanistan,Male,Cardiovascular diseases,19.8 ,540.2 ,5.5
Afghanistan,Male,Chronic respiratory diseases,19.8 ,331.3 ,3.4
Afghanistan,Male,Diabetes mellitus,19.8 ,895.6 ,9.2
Afghanistan,Male,Four major NCDs,19.8 ,1824.1 ,18.7
Bangladesh,Male,Non-communicable diseases,27.8 ,9941.7 ,100
Bangladesh,Male,Neoplasms,27.8 ,39.0 ,0.4
Bangladesh,Male,Cardiovascular diseases,27.8 ,357.9 ,3.6
Bangladesh,Male,Chronic respiratory diseases,27.8 ,431.6 ,4.3
Bangladesh,Male,Diabetes mellitus,27.8 ,608.1 ,6.1
Bangladesh,Male,Four major NCDs,27.8 ,1436.6 ,14.5
