location_name,sex_name,cause_name,gain_HALE_1,gain_HALE_1_Q1,gain_HALE_1_Q3,gain_HALE_2,gain_HALE_2_Q1,gain_HALE_2_Q3,gain_HALE_3,gain_HALE_3_Q1,gain_HALE_3_Q3
Belize,Female,Four major NCDs,7.464,7.253,7.72,4.811,3.68,5.772,3.654,3.483,3.812
Belize,Both,Four major NCDs,7.16,6.971,7.385,4.375,3.375,5.245,3.048,2.895,3.188
Benin,Male,Neoplasms,2.342,2.336,2.35,1.878,1.036,2.589,1.483,1.343,1.59
Benin,Female,Neoplasms,3.245,3.237,3.254,2.718,1.667,3.618,2.327,2.194,2.435
Benin,Both,Neoplasms,2.786,2.779,2.794,2.289,1.347,3.09,1.896,1.77,1.996
Benin,Male,Cardiovascular diseases,3.294,3.249,3.343,2.14,1.292,2.857,1.264,0.921,1.532
Benin,Female,Cardiovascular diseases,3.959,3.912,4.015,2.903,1.848,3.806,2.221,1.965,2.431
Benin,Both,Cardiovascular diseases,3.631,3.586,3.682,2.517,1.569,3.322,1.738,1.473,1.95
Benin,Male,Chronic respiratory diseases,2.005,1.982,2.03,1.738,0.9,2.447,1.595,1.523,1.65
Benin,Female,Chronic respiratory diseases,2.81,2.779,2.841,2.536,1.489,3.432,2.432,2.371,2.475
Benin,Both,Chronic respiratory diseases,2.401,2.376,2.425,2.129,1.191,2.926,2.005,1.953,2.046
Benin,Male,Diabetes mellitus,2.044,1.977,2.128,1.727,0.889,2.435,1.604,1.537,1.654
Benin,Female,Diabetes mellitus,2.893,2.819,2.984,2.543,1.496,3.438,2.429,2.372,2.473
Benin,Both,Diabetes mellitus,2.46,2.391,2.546,2.126,1.188,2.923,2.007,1.957,2.046
Benin,Male,Four major NCDs,4.795,4.644,4.974,2.505,1.648,3.229,0.938,0.304,1.427
Benin,Female,Four major NCDs,5.573,5.403,5.772,3.29,2.225,4.201,1.978,1.463,2.388
Benin,Both,Four major NCDs,5.194,5.04,5.374,2.894,1.938,3.707,1.455,0.953,1.854
Bhutan,Male,Neoplasms,3.409,3.403,3.416,2.924,1.981,3.747,2.575,2.467,2.677
Bhutan,Female,Neoplasms,3.918,3.911,3.928,3.432,2.297,4.435,3.096,2.994,3.184
Bhutan,Both,Neoplasms,3.647,3.641,3.655,3.162,2.134,4.059,2.819,2.727,2.906
Bhutan,Male,Cardiovascular diseases,4.448,4.411,4.488,3.226,2.277,4.055,2.413,2.147,2.661
Bhutan,Female,Cardiovascular diseases,4.577,4.541,4.616,3.613,2.475,4.618,3.011,2.812,3.195
Bhutan,Both,Cardiovascular diseases,4.508,4.473,4.547,3.407,2.374,4.309,2.695,2.499,2.877
Bhutan,Male,Chronic respiratory diseases,3.36,3.321,3.399,2.856,1.915,3.677,2.612,2.426,2.712
Bhutan,Female,Chronic respiratory diseases,3.983,3.936,4.031,3.386,2.253,4.386,3.12,3.002,3.221
Bhutan,Both,Chronic respiratory diseases,3.651,3.614,3.688,3.104,2.078,4,2.85,2.726,2.935
Bhutan,Male,Diabetes mellitus,3.078,2.998,3.181,2.746,1.807,3.566,2.666,2.619,2.701
Bhutan,Female,Diabetes mellitus,3.61,3.533,3.705,3.266,2.136,4.264,3.174,3.122,3.209
Bhutan,Both,Diabetes mellitus,3.327,3.249,3.424,2.989,1.965,3.883,2.904,2.864,2.933
Bhutan,Male,Four major NCDs,6.303,6.132,6.505,3.669,2.711,4.505,2.156,1.538,2.649
Bhutan,Female,Four major NCDs,6.559,6.382,6.762,4.085,2.936,5.1,2.768,2.29,3.182
Bhutan,Both,Four major NCDs,6.423,6.256,6.614,3.864,2.821,4.775,2.445,1.985,2.835
Bolivia (Plurinational State of),Male,Neoplasms,3.358,3.348,3.37,2.66,1.734,3.442,2.142,1.96,2.285
Bolivia (Plurinational State of),Female,Neoplasms,3.95,3.936,3.968,3.023,1.909,3.963,2.35,2.136,2.519
Bolivia (Plurinational State of),Both,Neoplasms,3.659,3.648,3.674,2.846,1.835,3.705,2.25,2.068,2.395
Bolivia (Plurinational State of),Male,Cardiovascular diseases,3.482,3.459,3.509,2.684,1.758,3.467,2.127,1.871,2.352
Bolivia (Plurinational State of),Female,Cardiovascular diseases,3.591,3.568,3.617,2.895,1.785,3.831,2.425,2.212,2.593
Bolivia (Plurinational State of),Both,Cardiovascular diseases,3.54,3.517,3.565,2.793,1.784,3.651,2.281,2.077,2.454
Bolivia (Plurinational State of),Male,Chronic respiratory diseases,2.534,2.521,2.548,2.385,1.466,3.162,2.301,2.258,2.331
Bolivia (Plurinational State of),Female,Chronic respiratory diseases,2.788,2.773,2.805,2.64,1.536,3.571,2.565,2.527,2.595
Bolivia (Plurinational State of),Both,Chronic respiratory diseases,2.665,2.653,2.679,2.517,1.514,3.369,2.438,2.406,2.462
Bolivia (Plurinational State of),Male,Diabetes mellitus,2.823,2.739,2.929,2.418,1.498,3.196,2.281,2.204,2.333
Bolivia (Plurinational State of),Female,Diabetes mellitus,3.186,3.101,3.294,2.711,1.606,3.644,2.527,2.437,2.594
Bolivia (Plurinational State of),Both,Diabetes mellitus,3.01,2.926,3.114,2.569,1.565,3.423,2.408,2.342,2.458
Bolivia (Plurinational State of),Male,Four major NCDs,5.265,5.128,5.434,3.151,2.214,3.942,1.833,1.267,2.292
Bolivia (Plurinational State of),Female,Four major NCDs,5.817,5.672,5.997,3.491,2.366,4.44,2.065,1.501,2.506
Bolivia (Plurinational State of),Both,Four major NCDs,5.547,5.408,5.713,3.326,2.304,4.194,1.954,1.463,2.353
Bosnia and Herzegovina,Male,Neoplasms,4.445,4.429,4.464,3.198,2.179,4.076,2.276,2.202,2.358
Bosnia and Herzegovina,Female,Neoplasms,4.744,4.727,4.764,3.863,2.729,4.829,3.302,3.257,3.349
Bosnia and Herzegovina,Both,Neoplasms,4.631,4.615,4.649,3.554,2.491,4.481,2.818,2.773,2.871
Bosnia and Herzegovina,Male,Cardiovascular diseases,4.539,4.46,4.625,3.16,2.142,4.037,2.302,2.189,2.388
Bosnia and Herzegovina,Female,Cardiovascular diseases,4.66,4.588,4.734,3.773,2.642,4.735,3.339,3.284,3.389
Bosnia and Herzegovina,Both,Cardiovascular diseases,4.64,4.566,4.717,3.491,2.431,4.417,2.851,2.783,2.9
Bosnia and Herzegovina,Male,Chronic respiratory diseases,2.865,2.835,2.899,2.668,1.662,3.535,2.599,2.582,2.614
Bosnia and Herzegovina,Female,Chronic respiratory diseases,3.611,3.585,3.642,3.48,2.355,4.438,3.452,3.442,3.46
Bosnia and Herzegovina,Both,Chronic respiratory diseases,3.255,3.229,3.285,3.09,2.039,4.008,3.043,3.033,3.051
Bosnia and Herzegovina,Male,Diabetes mellitus,3.246,3.1,3.434,2.699,1.691,3.566,2.582,2.555,2.607
Bosnia and Herzegovina,Female,Diabetes mellitus,4.039,3.903,4.208,3.526,2.4,4.484,3.435,3.412,3.458
Bosnia and Herzegovina,Both,Diabetes mellitus,3.661,3.522,3.838,3.129,2.077,4.047,3.025,3.008,3.044
Bosnia and Herzegovina,Male,Four major NCDs,7.379,7.084,7.735,3.843,2.809,4.735,1.833,1.598,2.047
Bosnia and Herzegovina,Female,Four major NCDs,6.741,6.478,7.048,4.259,3.117,5.231,3.133,2.998,3.262
Bosnia and Herzegovina,Both,Four major NCDs,7.122,6.85,7.445,4.086,3.012,5.023,2.533,2.391,2.666
Botswana,Male,Neoplasms,2.436,2.424,2.452,1.744,0.853,2.528,1.116,0.937,1.291
Botswana,Female,Neoplasms,3.383,3.368,3.405,2.664,1.573,3.636,2.113,1.846,2.324
Botswana,Both,Neoplasms,2.935,2.921,2.952,2.219,1.227,3.09,1.629,1.432,1.815
Botswana,Male,Cardiovascular diseases,3.205,3.167,3.246,1.955,1.057,2.744,0.904,0.528,1.225
Botswana,Female,Cardiovascular diseases,3.773,3.732,3.815,2.756,1.663,3.729,2.059,1.709,2.333
Botswana,Both,Cardiovascular diseases,3.535,3.497,3.575,2.377,1.382,3.252,1.507,1.202,1.78
Botswana,Male,Chronic respiratory diseases,1.862,1.837,1.888,1.531,0.647,2.309,1.327,1.227,1.404
Botswana,Female,Chronic respiratory diseases,2.669,2.638,2.702,2.395,1.311,3.359,2.292,2.226,2.341
Botswana,Both,Chronic respiratory diseases,2.285,2.259,2.31,1.976,0.992,2.84,1.823,1.757,1.877
Botswana,Male,Diabetes mellitus,2.138,2.052,2.25,1.583,0.697,2.362,1.279,1.125,1.397
Botswana,Female,Diabetes mellitus,3.189,3.082,3.325,2.518,1.432,3.485,2.216,2.041,2.343
Botswana,Both,Diabetes mellitus,2.681,2.585,2.803,2.062,1.076,2.928,1.759,1.629,1.864
Botswana,Male,Four major NCDs,5.563,5.38,5.783,2.526,1.611,3.331,0.263,-0.573,0.977
Botswana,Female,Four major NCDs,6.151,5.941,6.403,3.332,2.224,4.32,1.642,0.765,2.318
Botswana,Both,Four major NCDs,5.936,5.745,6.161,2.962,1.95,3.851,0.992,0.274,1.627
Brazil,Male,Neoplasms,4.509,4.498,4.521,3.625,2.634,4.481,3.07,3.046,3.09
Brazil,Female,Neoplasms,5.812,5.802,5.823,4.984,3.808,6.01,4.54,4.524,4.556
Brazil,Both,Neoplasms,5.175,5.165,5.186,4.312,3.226,5.251,3.815,3.799,3.829
Brazil,Male,Cardiovascular diseases,4.996,4.955,5.043,3.75,2.757,4.608,3.025,2.999,3.051
Brazil,Female,Cardiovascular diseases,5.848,5.814,5.885,4.968,3.793,5.994,4.547,4.53,4.565
Brazil,Both,Cardiovascular diseases,5.447,5.411,5.489,4.371,3.285,5.311,3.803,3.786,3.822
Brazil,Male,Chronic respiratory diseases,3.505,3.483,3.528,3.288,2.304,4.137,3.189,3.183,3.194
Brazil,Female,Chronic respiratory diseases,4.855,4.833,4.879,4.656,3.487,5.676,4.588,4.574,4.594
Brazil,Both,Chronic respiratory diseases,4.186,4.166,4.208,3.977,2.898,4.91,3.893,3.886,3.898
Brazil,Male,Diabetes mellitus,3.71,3.623,3.808,3.289,2.305,4.139,3.187,3.181,3.194
Brazil,Female,Diabetes mellitus,5.127,5.032,5.235,4.675,3.506,5.696,4.585,4.579,4.591
Brazil,Both,Diabetes mellitus,4.425,4.334,4.526,3.986,2.908,4.92,3.891,3.886,3.896
Brazil,Male,Four major NCDs,7.182,7.01,7.376,4.31,3.306,5.178,2.804,2.74,2.862
Brazil,Female,Four major NCDs,7.922,7.753,8.109,5.498,4.313,6.533,4.462,4.41,4.51
Brazil,Both,Four major NCDs,7.592,7.425,7.778,4.921,3.824,5.87,3.659,3.613,3.703
Brunei Darussalam,Male,Neoplasms,3.513,3.498,3.53,2.662,1.662,3.544,1.975,1.87,2.072
Brunei Darussalam,Female,Neoplasms,4.912,4.888,4.939,3.725,2.6,4.699,2.943,2.842,3.034
Brunei Darussalam,Both,Neoplasms,4.203,4.184,4.223,3.189,2.138,4.115,2.456,2.382,2.529
Brunei Darussalam,Male,Cardiovascular diseases,3.61,3.563,3.658,2.657,1.657,3.54,1.982,1.863,2.089
Brunei Darussalam,Female,Cardiovascular diseases,4.271,4.225,4.317,3.49,2.371,4.458,3.055,2.975,3.128
Brunei Darussalam,Both,Cardiovascular diseases,3.964,3.918,4.009,3.08,2.031,4.002,2.523,2.449,2.593
Brunei Darussalam,Male,Chronic respiratory diseases,2.565,2.527,2.607,2.317,1.327,3.191,2.238,2.212,2.258
Brunei Darussalam,Female,Chronic respiratory diseases,3.434,3.403,3.47,3.229,2.116,4.193,3.169,3.142,3.187
Brunei Darussalam,Both,Chronic respiratory diseases,3,2.968,3.036,2.773,1.732,3.688,2.703,2.683,2.717
Brunei Darussalam,Male,Diabetes mellitus,3.46,3.192,3.81,2.418,1.425,3.295,2.163,2.091,2.22
Brunei Darussalam,Female,Diabetes mellitus,4.186,4,4.441,3.345,2.229,4.31,3.12,3.06,3.173
Brunei Darussalam,Both,Diabetes mellitus,3.826,3.601,4.121,2.881,1.838,3.799,2.64,2.594,2.683
Brunei Darussalam,Male,Four major NCDs,6.484,6.087,6.977,3.233,2.218,4.13,1.501,1.173,1.789
Brunei Darussalam,Female,Four major NCDs,7.349,7.043,7.738,4.221,3.085,5.204,2.693,2.42,2.932
Brunei Darussalam,Both,Four major NCDs,6.939,6.595,7.364,3.733,2.669,4.67,2.102,1.883,2.305
Bulgaria,Male,Neoplasms,3.497,3.477,3.519,2.284,1.335,3.098,1.254,1.154,1.348
Bulgaria,Female,Neoplasms,4.067,4.043,4.094,3.142,2.074,4.07,2.512,2.456,2.569
Bulgaria,Both,Neoplasms,3.818,3.797,3.842,2.725,1.717,3.59,1.899,1.835,1.962
Bulgaria,Male,Cardiovascular diseases,4.813,4.731,4.9,2.627,1.669,3.449,0.926,0.795,1.057
Bulgaria,Female,Cardiovascular diseases,4.443,4.368,4.519,3.207,2.139,4.134,2.472,2.413,2.531
Bulgaria,Both,Cardiovascular diseases,4.713,4.636,4.792,2.947,1.935,3.816,1.737,1.66,1.814
Bulgaria,Male,Chronic respiratory diseases,1.973,1.946,2.002,1.781,0.847,2.583,1.699,1.682,1.713
Bulgaria,Female,Chronic respiratory diseases,2.895,2.866,2.928,2.749,1.691,3.667,2.719,2.708,2.725
Bulgaria,Both,Chronic respiratory diseases,2.438,2.413,2.466,2.266,1.27,3.12,2.21,2.2,2.218
Bulgaria,Male,Diabetes mellitus,2.097,2.002,2.218,1.769,0.835,2.57,1.709,1.697,1.72
Bulgaria,Female,Diabetes mellitus,3.072,2.981,3.189,2.759,1.701,3.677,2.714,2.704,2.722
Bulgaria,Both,Diabetes mellitus,2.586,2.494,2.702,2.264,1.268,3.118,2.211,2.203,2.218
Bulgaria,Male,Four major NCDs,7.418,7.163,7.712,3.241,2.265,4.079,0.283,0.014,0.541
Bulgaria,Female,Four major NCDs,6.383,6.15,6.651,3.668,2.589,4.605,2.207,2.068,2.339
Bulgaria,Both,Four major NCDs,7.024,6.79,7.294,3.501,2.473,4.383,1.31,1.147,1.469
Burkina Faso,Male,Neoplasms,2.022,2.017,2.029,1.615,0.801,2.302,1.25,1.148,1.337
Burkina Faso,Female,Neoplasms,3.043,3.035,3.052,2.538,1.484,3.417,2.158,2.045,2.257
Burkina Faso,Both,Neoplasms,2.506,2.499,2.513,2.049,1.118,2.832,1.675,1.582,1.76
Burkina Faso,Male,Cardiovascular diseases,3.054,3.016,3.097,1.909,1.088,2.603,0.973,0.664,1.241
Burkina Faso,Female,Cardiovascular diseases,3.677,3.637,3.725,2.707,1.65,3.588,2.057,1.836,2.255
Burkina Faso,Both,Cardiovascular diseases,3.348,3.309,3.392,2.284,1.347,3.071,1.495,1.278,1.694
Burkina Faso,Male,Chronic respiratory diseases,1.657,1.64,1.674,1.476,0.666,2.16,1.375,1.331,1.409
Burkina Faso,Female,Chronic respiratory diseases,2.546,2.524,2.57,2.348,1.299,3.222,2.272,2.235,2.301
Burkina Faso,Both,Chronic respiratory diseases,2.075,2.057,2.093,1.885,0.958,2.664,1.797,1.766,1.823
Burkina Faso,Male,Diabetes mellitus,1.815,1.758,1.885,1.503,0.692,2.188,1.351,1.282,1.405
Burkina Faso,Female,Diabetes mellitus,2.646,2.58,2.729,2.355,1.306,3.229,2.268,2.224,2.301
Burkina Faso,Both,Diabetes mellitus,2.206,2.145,2.281,1.902,0.975,2.682,1.783,1.74,1.82
Burkina Faso,Male,Four major NCDs,4.359,4.234,4.507,2.233,1.403,2.934,0.648,0.115,1.099
Burkina Faso,Female,Four major NCDs,5.073,4.929,5.245,3.046,1.98,3.935,1.837,1.416,2.2
Burkina Faso,Both,Four major NCDs,4.704,4.572,4.857,2.617,1.671,3.412,1.224,0.834,1.575
Burundi,Male,Neoplasms,2.189,2.182,2.199,1.715,0.844,2.492,1.297,1.127,1.421
Burundi,Female,Neoplasms,2.996,2.987,3.008,2.389,1.37,3.252,1.914,1.725,2.063
Burundi,Both,Neoplasms,2.547,2.54,2.557,2.013,1.081,2.824,1.568,1.402,1.695
Burundi,Male,Cardiovascular diseases,3.164,3.121,3.214,1.986,1.109,2.769,1.05,0.68,1.337
Burundi,Female,Cardiovascular diseases,3.576,3.53,3.63,2.532,1.511,3.397,1.822,1.554,2.039
Burundi,Both,Cardiovascular diseases,3.359,3.315,3.409,2.231,1.295,3.047,1.397,1.123,1.616
Burundi,Male,Chronic respiratory diseases,1.927,1.899,1.956,1.596,0.728,2.37,1.403,1.306,1.477
Burundi,Female,Chronic respiratory diseases,2.494,2.466,2.524,2.19,1.178,3.049,2.047,1.948,2.107
Burundi,Both,Chronic respiratory diseases,2.18,2.154,2.206,1.859,0.932,2.666,1.688,1.611,1.744
Burundi,Male,Diabetes mellitus,1.866,1.81,1.934,1.565,0.698,2.339,1.428,1.353,1.48
Burundi,Female,Diabetes mellitus,2.438,2.389,2.502,2.167,1.155,3.025,2.061,2.006,2.101
Burundi,Both,Diabetes mellitus,2.12,2.067,2.184,1.831,0.905,2.638,1.708,1.656,1.748
Burundi,Male,Four major NCDs,4.773,4.629,4.941,2.383,1.495,3.175,0.659,-0.069,1.209
Burundi,Female,Four major NCDs,5.284,5.141,5.453,2.968,1.935,3.843,1.509,0.886,1.983
Burundi,Both,Four major NCDs,5.019,4.879,5.18,2.648,1.7,3.473,1.042,0.461,1.492
Cabo Verde,Male,Neoplasms,4.265,4.255,4.278,3.384,2.482,4.136,2.804,2.693,2.902
Cabo Verde,Female,Neoplasms,4.208,4.2,4.217,3.601,2.513,4.509,3.197,3.133,3.256
Cabo Verde,Both,Neoplasms,4.228,4.219,4.238,3.497,2.512,4.328,3.012,2.938,3.079
Cabo Verde,Male,Cardiovascular diseases,4.419,4.365,4.477,3.385,2.483,4.138,2.804,2.657,2.935
Cabo Verde,Female,Cardiovascular diseases,4.428,4.373,4.495,3.622,2.535,4.531,3.187,3.102,3.271
Cabo Verde,Both,Cardiovascular diseases,4.423,4.371,4.482,3.511,2.526,4.342,3.006,2.914,3.091
Cabo Verde,Male,Chronic respiratory diseases,3.194,3.174,3.216,3.015,2.121,3.761,2.95,2.917,2.971
Cabo Verde,Female,Chronic respiratory diseases,3.511,3.489,3.534,3.348,2.265,4.251,3.301,3.278,3.317
Cabo Verde,Both,Chronic respiratory diseases,3.362,3.344,3.381,3.191,2.213,4.017,3.136,3.114,3.15
Cabo Verde,Male,Diabetes mellitus,3.342,3.259,3.442,3.019,2.125,3.765,2.949,2.919,2.972
Cabo Verde,Female,Diabetes mellitus,3.767,3.664,3.894,3.371,2.288,4.275,3.292,3.261,3.317
Cabo Verde,Both,Diabetes mellitus,3.569,3.477,3.679,3.206,2.227,4.032,3.131,3.107,3.15
Cabo Verde,Male,Four major NCDs,6.401,6.225,6.606,3.897,2.985,4.659,2.582,2.257,2.858
Cabo Verde,Female,Four major NCDs,6.015,5.82,6.251,3.996,2.9,4.911,3.021,2.817,3.207
Cabo Verde,Both,Four major NCDs,6.191,6.01,6.399,3.948,2.954,4.787,2.813,2.599,3
Cambodia,Male,Neoplasms,2.837,2.829,2.848,2.161,1.266,2.939,1.58,1.429,1.713
Cambodia,Female,Neoplasms,3.825,3.815,3.837,3.191,2.117,4.126,2.735,2.608,2.837
Cambodia,Both,Neoplasms,3.365,3.357,3.375,2.71,1.716,3.574,2.201,2.085,2.306
Cambodia,Male,Cardiovascular diseases,3.766,3.709,3.826,2.401,1.5,3.185,1.37,1.063,1.645
Cambodia,Female,Cardiovascular diseases,4.537,4.48,4.596,3.363,2.287,4.301,2.641,2.424,2.831
Cambodia,Both,Cardiovascular diseases,4.188,4.132,4.246,2.918,1.919,3.786,2.06,1.845,2.251
Cambodia,Male,Chronic respiratory diseases,2.273,2.242,2.305,1.941,1.052,2.714,1.765,1.695,1.823
Cambodia,Female,Chronic respiratory diseases,3.14,3.119,3.163,2.946,1.879,3.875,2.866,2.827,2.896
Cambodia,Both,Chronic respiratory diseases,2.735,2.712,2.759,2.477,1.489,3.335,2.355,2.313,2.39
Cambodia,Male,Diabetes mellitus,2.252,2.176,2.346,1.91,1.022,2.682,1.789,1.729,1.833
Cambodia,Female,Diabetes mellitus,3.34,3.265,3.434,2.974,1.906,3.904,2.852,2.789,2.897
Cambodia,Both,Diabetes mellitus,2.831,2.757,2.924,2.476,1.489,3.335,2.354,2.308,2.392
Cambodia,Male,Four major NCDs,5.728,5.542,5.943,2.877,1.963,3.671,0.922,0.32,1.444
Cambodia,Female,Four major NCDs,6.243,6.071,6.443,3.792,2.704,4.739,2.389,1.936,2.762
Cambodia,Both,Four major NCDs,6.016,5.842,6.213,3.371,2.361,4.249,1.73,1.302,2.105
Cameroon,Male,Neoplasms,2.31,2.303,2.32,1.801,0.971,2.529,1.358,1.203,1.478
Cameroon,Female,Neoplasms,3.212,3.203,3.225,2.629,1.616,3.51,2.192,2.013,2.333
Cameroon,Both,Neoplasms,2.734,2.726,2.744,2.186,1.259,2.984,1.745,1.585,1.869
Cameroon,Male,Cardiovascular diseases,3.139,3.097,3.186,2.024,1.189,2.758,1.158,0.793,1.432
Cameroon,Female,Cardiovascular diseases,3.776,3.732,3.827,2.77,1.754,3.653,2.112,1.83,2.335
Cameroon,Both,Cardiovascular diseases,3.445,3.403,3.492,2.373,1.441,3.176,1.608,1.312,1.834
Cameroon,Male,Chronic respiratory diseases,1.9,1.876,1.925,1.637,0.812,2.362,1.496,1.426,1.552
Cameroon,Female,Chronic respiratory diseases,2.675,2.644,2.708,2.414,1.407,3.289,2.321,2.265,2.361
Cameroon,Both,Chronic respiratory diseases,2.262,2.238,2.286,1.998,1.075,2.792,1.88,1.827,1.921
Cameroon,Male,Diabetes mellitus,2.005,1.951,2.073,1.658,0.833,2.383,1.479,1.385,1.547
Cameroon,Female,Diabetes mellitus,2.815,2.757,2.887,2.453,1.445,3.329,2.299,2.214,2.362
Cameroon,Both,Diabetes mellitus,2.382,2.328,2.45,2.027,1.104,2.821,1.86,1.788,1.915
Cameroon,Male,Four major NCDs,4.773,4.635,4.936,2.435,1.589,3.178,0.77,0.07,1.298
Cameroon,Female,Four major NCDs,5.498,5.348,5.677,3.199,2.173,4.092,1.834,1.222,2.308
Cameroon,Both,Four major NCDs,5.131,4.994,5.293,2.796,1.853,3.608,1.275,0.683,1.73
Canada,Male,Neoplasms,6.238,6.2,6.281,5.083,4.158,5.893,4.532,4.502,4.56
Canada,Female,Neoplasms,7.273,7.242,7.31,6.202,5.075,7.188,5.725,5.704,5.747
Canada,Both,Neoplasms,6.784,6.751,6.823,5.667,4.646,6.57,5.153,5.132,5.174
Canada,Male,Cardiovascular diseases,5.646,5.595,5.706,4.878,3.956,5.685,4.551,4.525,4.576
Canada,Female,Cardiovascular diseases,6.268,6.223,6.32,5.86,4.737,6.841,5.73,5.714,5.743
Canada,Both,Cardiovascular diseases,5.988,5.941,6.042,5.393,4.377,6.294,5.166,5.148,5.184
Canada,Male,Chronic respiratory diseases,4.824,4.799,4.853,4.63,3.712,5.434,4.574,4.566,4.582
Canada,Female,Chronic respiratory diseases,5.973,5.943,6.006,5.773,4.652,6.753,5.73,5.721,5.737
Canada,Both,Chronic respiratory diseases,5.421,5.396,5.448,5.223,4.209,6.121,5.174,5.168,5.18
Canada,Male,Diabetes mellitus,4.846,4.787,4.923,4.611,3.693,5.416,4.575,4.569,4.58
Canada,Female,Diabetes mellitus,5.92,5.871,5.982,5.748,4.627,6.728,5.729,5.726,5.732
Canada,Both,Diabetes mellitus,5.405,5.352,5.473,5.201,4.187,6.099,5.174,5.17,5.177
Canada,Male,Four major NCDs,7.87,7.689,8.088,5.465,4.535,6.28,4.486,4.416,4.554
Canada,Female,Four major NCDs,8.271,8.113,8.461,6.394,5.263,7.382,5.721,5.672,5.768
Canada,Both,Four major NCDs,8.11,7.946,8.304,5.958,4.933,6.865,5.134,5.085,5.182
Central African Republic,Male,Neoplasms,1.331,1.326,1.339,0.929,0.138,1.61,0.478,0.306,0.611
Central African Republic,Female,Neoplasms,2.096,2.088,2.107,1.626,0.677,2.457,1.19,0.982,1.343
Central African Republic,Both,Neoplasms,1.708,1.702,1.717,1.269,0.416,2.018,0.826,0.667,0.957
Central African Republic,Male,Cardiovascular diseases,2.523,2.492,2.558,1.27,0.467,1.963,-0.026,-0.543,0.401
Central African Republic,Female,Cardiovascular diseases,3.104,3.066,3.145,1.91,0.954,2.748,0.915,0.426,1.287
Central African Republic,Both,Cardiovascular diseases,2.842,2.808,2.878,1.593,0.73,2.351,0.444,0.028,0.782
Central African Republic,Male,Chronic respiratory diseases,1.163,1.139,1.186,0.846,0.059,1.524,0.597,0.467,0.701
Central African Republic,Female,Chronic respiratory diseases,1.845,1.819,1.871,1.513,0.568,2.34,1.307,1.105,1.416
Central African Republic,Both,Chronic respiratory diseases,1.5,1.477,1.521,1.171,0.322,1.917,0.943,0.816,1.03
Central African Republic,Male,Diabetes mellitus,1.25,1.169,1.353,0.834,0.047,1.512,0.61,0.493,0.696
Central African Republic,Female,Diabetes mellitus,1.788,1.72,1.874,1.471,0.527,2.297,1.345,1.267,1.399
Central African Republic,Both,Diabetes mellitus,1.52,1.446,1.612,1.145,0.297,1.891,0.969,0.893,1.029
Central African Republic,Male,Four major NCDs,4.232,4.07,4.424,1.652,0.834,2.357,-0.647,-1.613,0.129
Central African Republic,Female,Four major NCDs,4.741,4.589,4.921,2.3,1.33,3.149,0.493,-0.508,1.199
Central African Republic,Both,Four major NCDs,4.538,4.385,4.715,1.986,1.109,2.756,-0.069,-0.869,0.565
Chad,Male,Neoplasms,2.248,2.243,2.255,1.808,0.936,2.553,1.423,1.305,1.518
Chad,Female,Neoplasms,2.905,2.898,2.914,2.39,1.323,3.294,1.974,1.843,2.081
Chad,Both,Neoplasms,2.528,2.522,2.535,2.052,1.085,2.862,1.65,1.543,1.738
Chad,Male,Cardiovascular diseases,3.17,3.127,3.218,2.06,1.181,2.812,1.199,0.868,1.467
Chad,Female,Cardiovascular diseases,3.752,3.707,3.805,2.617,1.546,3.526,1.81,1.529,2.053
Chad,Both,Cardiovascular diseases,3.412,3.369,3.46,2.291,1.318,3.107,1.455,1.198,1.665
Chad,Male,Chronic respiratory diseases,1.966,1.947,1.988,1.691,0.822,2.434,1.522,1.436,1.59
Chad,Female,Chronic respiratory diseases,2.497,2.473,2.522,2.227,1.166,3.127,2.09,2.017,2.143
Chad,Both,Chronic respiratory diseases,2.188,2.168,2.208,1.914,0.951,2.721,1.759,1.698,1.807
Chad,Male,Diabetes mellitus,1.929,1.872,2.001,1.657,0.789,2.4,1.55,1.492,1.59
Chad,Female,Diabetes mellitus,2.561,2.493,2.652,2.222,1.161,3.122,2.094,2.024,2.147
Chad,Both,Diabetes mellitus,2.193,2.131,2.271,1.892,0.93,2.699,1.776,1.728,1.813
Chad,Male,Four major NCDs,4.598,4.464,4.758,2.416,1.528,3.176,0.864,0.259,1.345
Chad,Female,Four major NCDs,5.366,5.211,5.555,3.014,1.932,3.933,1.5,0.934,1.964
Chad,Both,Four major NCDs,4.926,4.787,5.09,2.667,1.684,3.491,1.129,0.646,1.518
Chile,Male,Neoplasms,5.038,5.023,5.058,4.079,3.116,4.893,3.534,3.502,3.564
Chile,Female,Neoplasms,6.591,6.577,6.607,5.633,4.459,6.662,5.164,5.138,5.187
Chile,Both,Neoplasms,5.835,5.821,5.852,4.87,3.819,5.794,4.364,4.34,4.387
Chile,Male,Cardiovascular diseases,4.853,4.819,4.891,4,3.038,4.813,3.552,3.52,3.582
